"","appropriateness","partitioning_iterating","multiplicative_comparison","referent_units"
"822095",0.930722222222222,0.486277777777777,0.9985,0.999722222222222
"170908",0.971611111111111,0.999222222222222,0.998944444444444,0.998111111111111
"252814",0.00805555555555542,0.957111111111111,0.7135,0.413333333333333
"215263",0.859166666666666,0.9625,0.89638888888889,0.997055555555555
"432310",0.766555555555555,0.990722222222222,0.00816666666666654,0.621944444444444
"864107",0.993944444444444,0.975555555555556,0.998555555555556,1
"229991",0.985388888888889,0.999277777777778,0.996444444444445,0.726888888888887
"127666",0.972,0.987944444444444,0.993444444444445,0.984111111111111
"196972",0.244444444444445,0.00472222222222226,0.739888888888888,0.00527777777777782
"486189",0.994111111111111,0.991444444444444,0.995888888888889,0.994055555555555
"347425",0.975055555555555,0.998222222222222,0.999444444444444,0.999555555555556
"735415",0.000333333333333339,0.00316666666666665,0.0134444444444441,0.0116666666666666
"494056",0.751666666666668,0.00311111111111115,0.810055555555556,0.232888888888889
"825489",0.155222222222223,0.0441666666666667,0.0253888888888889,0.335722222222222
"405844",0.0562222222222222,0.9745,0.00116666666666662,0.497944444444445
"303219",0.356944444444443,0.0803888888888886,0.0649999999999999,0.205944444444445
"961425",0.0117222222222223,0.00200000000000008,0.601944444444445,0.118111111111113
"094901",0.596388888888888,0.971111111111111,0.0852777777777782,0.0513888888888892
"326374",0.743777777777777,0.848555555555555,0.832444444444445,0.871666666666666
"229376",0.985611111111111,0.992277777777778,0.999944444444444,0.999
"153261",0.926944444444444,0.992111111111111,0.253499999999999,0.554555555555557
"570751",0.383055555555555,0.160944444444445,0.0585555555555555,0.042777777777777
"316224",0.831166666666666,0.00950000000000019,0.9275,0.232888888888887
"359550",0.00116666666666666,0.00277777777777764,0.0124444444444446,0.0568888888888892
"780014",0.0802222222222206,0.00227777777777789,0.7465,0.622499999999999
"634134",0.0375000000000001,0.756,0.00105555555555555,0.415055555555555
"392725",0.157000000000001,0.0110555555555557,0.936055555555556,0.836055555555554
"189354",0.622222222222222,0.0471111111111111,0.940777777777778,0.663333333333334
"954748",0.446888888888889,0.331055555555555,0.653666666666667,0.00616666666666659
"949913",0.873611111111112,0.804222222222222,0.994944444444445,0.984444444444445
"499838",0.0127777777777776,0.00200000000000011,0.00783333333333342,0.498944444444443
"674096",0.977388888888889,0.0203333333333333,0.995888888888889,0.917166666666667
"096699",0.472388888888887,0.0161111111111112,0.871777777777777,0.997
"596803",0.00238888888888884,0.568888888888889,0.00472222222222232,0.0947777777777778
"032129",0.00249999999999997,0.0321666666666674,0.0128333333333334,0.339888888888889
"578216",0.370611111111111,0.048666666666666,0.0928333333333336,0.443444444444446
"922849",0.8275,0.742222222222221,0.899277777777779,0.0140555555555556
"570200",0.714055555555555,0.000722222222222213,0.8615,0.0664999999999998
"717808",0.00505555555555548,0.360611111111111,0.46511111111111,0.0227777777777778
"370275",0.823111111111112,0.016388888888889,0.8825,0.086000000000001
"801313",0.00288888888888887,0.0743888888888886,0.0085000000000001,0.225611111111112
"003128",0.923388888888889,0.995222222222222,0.999888888888889,0.999777777777778
"947334",0.644111111111111,0.0577222222222223,0.969388888888889,0.88938888888889
"758331",0.524055555555557,0.6775,0.0244444444444443,0.0783333333333335
"265887",0.846166666666666,0.0306666666666665,0.918944444444445,0.0175555555555555
"857049",0.705000000000001,0.000277777777777753,0.915444444444445,0.753444444444445
"427361",0.993333333333333,0.989555555555556,0.992888888888889,0.911944444444445
"344202",0.986166666666667,0.998777777777778,0.999666666666667,0.999888888888889
"571520",0.00305555555555553,0.091333333333333,0.0117777777777777,0.00877777777777774
"965148",0.106333333333334,0.914166666666667,0.433,0.962111111111111
"756269",0.849166666666667,0.0151111111111113,0.926055555555555,0.00749999999999988
"176072",0.835666666666666,0.72838888888889,0.820944444444445,0.975333333333334
"783834",0.791944444444445,0.221944444444444,0.995888888888889,0.991111111111111
"258406",0.884222222222223,0.891277777777778,0.957722222222222,0.627777777777777
"270727",0.000277777777777757,0.380500000000001,0.00794444444444477,0.0607777777777775
"580370",0.706500000000001,0.726444444444445,0.993166666666667,0.999888888888889
"095379",0.994722222222222,0.996,1,0.999833333333333
"854747",0.853,0.00983333333333353,0.937611111111111,0.409222222222225
"609267",0.972944444444445,0.000500000000000026,0.9725,0.624111111111112
"790705",0.906222222222223,0.00388888888888896,0.995388888888889,0.945666666666667
"142401",0.600777777777777,0.711888888888889,0.092666666666667,0.1135
"449326",0.031055555555556,0.00477777777777768,0.018611111111111,0.0108333333333331
"597654",0.769333333333333,0.790611111111111,0.246222222222222,0.1145
"782155",0.888055555555556,0.134055555555556,0.978277777777778,0.733333333333333
"305000",0.0522777777777779,0.333166666666667,0.510444444444444,0.0702222222222221
"410083",0.994666666666667,0.999777777777778,0.998444444444444,0.922388888888888
"079971",0.972277777777777,0.997722222222222,0.999555555555556,1
"947778",0.0189444444444445,0.0732777777777786,0.00977777777777768,0.313055555555555
"850616",0.852722222222222,0.740444444444444,0.0614444444444427,0.233944444444444
"404672",0.754777777777779,0.0022777777777778,0.994611111111111,0.992611111111111
"417112",0.994333333333333,1,0.999055555555556,0.998722222222222
"915048",0.973833333333333,0.0122222222222222,0.979055555555555,0.826166666666667
"542098",0.968222222222222,0.310944444444444,0.877555555555556,0.00338888888888889
"665628",0.985888888888889,0.390222222222223,0.998666666666667,0.996444444444445
"591881",0.171333333333332,0.0843333333333333,0.7955,0.820055555555556
"648827",0.0313333333333334,0.0475000000000001,0.0122777777777779,0.279666666666667
"989284",0.985666666666667,0.965277777777777,0.999944444444444,0.999944444444444
"120734",0.576222222222223,0.761555555555555,0.088722222222222,0.127722222222223
"108857",0.00238888888888883,0.720944444444445,0.00844444444444434,0.981777777777778
"304750",0.0112777777777777,0.0026666666666668,0.0111666666666666,0.0953888888888889
"035362",0.00100000000000005,0.0358333333333338,0.00744444444444422,0.379222222222222
"273375",0.324833333333335,0.00488888888888884,0.985777777777778,0.983944444444444
"097744",0.993055555555556,0.934777777777777,0.999277777777778,1
"536756",0.00361111111111124,0.0556666666666664,0.0121666666666665,0.109055555555556
"881319",0.965833333333334,0.993388888888889,0.980777777777778,0.0280555555555553
"545866",0.978777777777777,0.895500000000001,0.987166666666667,0.867
"694326",0.011388888888889,0.946166666666667,0.00327777777777771,0.00327777777777767
"957762",0.803666666666666,0.0173888888888891,0.850777777777777,0.156777777777779
"138501",0.528111111111112,0.731833333333333,0.0777222222222223,0.082666666666666
"053457",0.0329444444444441,0.0338888888888889,0.6725,0.13138888888889
"307583",0.884166666666667,0.110833333333334,0.938222222222222,0.00288888888888892
"789597",0.971333333333333,0.00111111111111112,0.962444444444445,0.0249444444444442
"706848",0.970611111111111,0.00283333333333339,0.965833333333334,0.0372777777777778
"828021",0.929555555555555,0.0949444444444447,0.958888888888889,0.195611111111112
"587613",0.493555555555556,0.0520000000000003,0.849555555555556,0.507777777777779
"517666",0.869722222222222,0.260777777777779,0.920222222222223,0.295833333333333
"985351",0.301666666666666,0.4405,0.633333333333334,0.0162777777777779
"275256",0.935888888888888,0.999388888888889,1,1
"272947",0.0277222222222222,0.00344444444444446,0.0140555555555554,0.140611111111111
"297132",0.985055555555556,0.994833333333333,0.998833333333333,0.999111111111111
"406082",0.0586111111111106,0.0208888888888888,0.197166666666666,0.933722222222222
"616613",0.00149999999999997,0.041999999999999,0.0118333333333333,0.104388888888889
"166514",0.0525555555555556,0.098,0.0174444444444444,0.0184444444444444
"731933",0.00633333333333337,0.080166666666667,0.0124444444444446,0.139611111111111
"364484",0.00205555555555554,0.00311111111111115,0.0110555555555556,0.0987222222222227
"802138",0.0109444444444446,0.399555555555554,0.5015,0.0364444444444443
"217799",0.955833333333333,0.951833333333334,0.991444444444444,0.8855
"227430",0.728222222222222,0.00705555555555552,0.124333333333334,0.202555555555556
"698860",0.122499999999999,0.109944444444444,0.0260555555555557,0.0553333333333332
"589654",0.181555555555556,0.0110000000000001,0.970166666666666,0.929499999999999
"309352",0.277611111111111,0.121555555555557,0.767888888888888,0.172722222222223
"353023",0.0501666666666667,0.00127777777777775,0.684555555555556,0.0451666666666666
"517957",0.994722222222222,0.991,0.999722222222222,0.999722222222222
"725778",0.305055555555556,0.00483333333333332,0.0573333333333333,0.195833333333333
"177317",0.873611111111112,0.033111111111111,0.921388888888889,0.0166666666666663
"971169",0.974611111111111,0.0016666666666667,0.974833333333333,0.575055555555556
"547906",0.973333333333333,0.000666666666666713,0.981722222222222,0.443722222222222
"350690",0.454444444444443,0.0306666666666665,0.772555555555555,0.049111111111111
"170812",0.434611111111112,0.00161111111111117,0.8095,0.0188888888888889
"500749",0.952166666666667,0.999888888888889,0.976333333333334,0.999833333333333
"591487",0.9365,0.562277777777777,0.997833333333333,1
"601495",0.995111111111111,0.983833333333334,0.997277777777778,0.885277777777778
"351710",0.964222222222222,0.986,0.999944444444444,1
"505294",0.34222222222222,0.997944444444445,0.437666666666664,0.9975
"881098",0.000611111111111121,0.0799444444444445,0.00888888888888908,0.161055555555555
"325532",0.9545,0.874055555555555,0.864666666666667,0.00105555555555557
"788606",0.923666666666667,0.997166666666667,0.999666666666667,1
"561258",0.969,0.0192777777777778,0.961722222222223,0.0371111111111112
"160449",0.492777777777778,0.136777777777777,0.801722222222222,0.0265000000000005
"182239",0.00916666666666673,0.244166666666667,0.574333333333333,0.00722222222222234
"327517",0.00138888888888889,0.353833333333335,0.460666666666666,0.0314444444444444
"420862",0.982666666666667,0.273888888888888,0.995944444444444,0.832611111111111
"404193",0.885055555555556,0.000333333333333358,0.993111111111111,0.934944444444445
"520070",0.0017222222222222,0.00644444444444458,0.0100000000000001,0.177111111111111
"485844",0.946444444444444,0.974277777777778,0.940111111111111,0.00322222222222232
"903042",0.979555555555556,0.392222222222222,0.9745,0.303388888888888
"958859",0.163999999999999,0.0306666666666665,0.938222222222222,0.833444444444444
"221040",0.00550000000000004,0.485499999999999,0.00388888888888897,0.355722222222222
"385649",0.970333333333334,0.00100000000000007,0.967666666666667,0.055777777777778
"365182",0.977222222222222,0.00677777777777778,0.999055555555556,0.994666666666667
"643877",0.0020555555555555,0.0391666666666668,0.602722222222223,0.0684999999999998
"232499",0.0242777777777777,0.944722222222222,0.0092222222222222,0.0526666666666664
"529885",0.000944444444444462,0.00366666666666663,0.0108333333333334,0.0967222222222219
"037487",0.00861111111111123,0.00977777777777768,0.985722222222222,0.996055555555556
"848556",0.0377777777777784,0.967888888888889,0.00155555555555557,0.399111111111111
"787418",0.971833333333334,0.996333333333333,0.999444444444444,1
"626573",0.00205555555555555,0.00277777777777779,0.0121666666666666,0.0300555555555554
"439746",0.969222222222222,0.998666666666667,0.999888888888889,1
"781038",0.994722222222222,1,0.999944444444444,0.999944444444444
"744843",0.994777777777778,0.995166666666667,0.994388888888889,0.533777777777778
"570670",0.9945,0.996611111111111,0.999611111111111,1
"568845",0.602777777777775,0.998777777777778,0.992444444444444,0.999555555555556
"766322",0.0217777777777777,0.0950555555555565,0.00544444444444434,0.899888888888887
"066116",0.880444444444445,0.820166666666667,0.137444444444444,0.0609444444444444
"380685",0.419666666666664,0.332944444444444,0.646833333333332,0.0053888888888889
"206425",0.987444444444444,0.774333333333333,0.961277777777778,0.00144444444444444
"518319",0.0333333333333332,0.0526666666666664,0.0162777777777778,0.00955555555555555
"253228",0.0249444444444445,0.907888888888889,0.968333333333333,1
"446139",0.00100000000000005,0.579666666666666,0.00511111111111117,0.0887222222222215
"897822",0.00438888888888884,0.0871111111111108,0.0108333333333332,0.0328333333333334
"296869",0.951444444444445,0.960555555555556,0.550333333333333,0.764944444444445
"563581",0.00377777777777777,0.085333333333333,0.0107222222222222,0.122555555555555
"881090",0.965111111111111,0.186111111111111,0.907333333333333,0.021388888888889
"842130",0.886,0.654222222222222,0.7855,0.975833333333333
"023489",0.995,0.999111111111111,0.999611111111111,0.956388888888889
"273269",0.850944444444445,0.0475555555555558,0.949055555555556,0.852166666666666
"194935",0.150722222222222,0.0135555555555556,0.0090555555555557,0.863833333333334
"841513",0.00177777777777782,0.305555555555554,0.000500000000000008,0.994111111111111
"828966",0.597277777777779,0.974611111111111,0.0835555555555554,0.165000000000001
"124926",0.903222222222222,0.962,0.9375,0.231444444444445
"113558",0.975333333333334,1,0.999666666666667,1
"189599",0.00122222222222221,0.457666666666666,0.00377777777777779,0.405888888888887
"596325",0.9715,0.0752222222222217,0.973555555555555,0.512111111111112
"794501",0.00927777777777784,0.948944444444444,0.0282777777777779,0.0092222222222222
"377860",0.0109444444444444,0.528388888888891,0.00638888888888879,0.244055555555556
"878393",0.0182777777777773,0.0346666666666669,0.415277777777779,0.449555555555556
"285557",0.0307777777777776,0.999888888888889,0.9995,1
"627214",0.993277777777778,0.938,0.998833333333333,0.990333333333333
"556351",0.994222222222222,0.999888888888889,0.999777777777778,1
"568526",0.994055555555555,0.945166666666666,0.993111111111111,0.489277777777778
"414003",0.79511111111111,0.105777777777779,0.860166666666667,0.153777777777778
"369821",0.00994444444444425,0.00144444444444446,0.653277777777777,0.0135555555555556
"379116",0.994611111111111,0.999277777777778,0.999888888888889,1
"757829",0.852999999999999,0.00144444444444445,0.934833333333334,0.165888888888889
"747831",0.00172222222222219,0.911388888888888,0.00111111111111107,0.397722222222221
"379921",0.773555555555556,0.790888888888889,0.998722222222222,0.999888888888889
"212550",0.791388888888889,0.858444444444445,0.840611111111112,0.526333333333337
"130090",0.0509444444444442,0.0373888888888889,0.661333333333334,0.0162777777777777
"027278",0.971666666666666,0.0781111111111113,0.956166666666666,0.0189444444444444
"444948",0.994166666666667,0.999222222222222,0.998444444444444,0.981333333333333
"552033",0.0245555555555559,0.949555555555556,0.0102222222222221,0.0266666666666663
"789371",0.161944444444445,0.0403333333333337,0.0178333333333334,0.574666666666667
"342406",0.974277777777778,0.452777777777778,0.901888888888889,0.278666666666667
"705932",0.917722222222223,0.997888888888889,0.200722222222222,0.998611111111111
"039517",0.155388888888889,0.0180555555555554,0.69888888888889,0.0115000000000001
"196274",0.898722222222223,0.936888888888889,0.818555555555556,0.0544999999999995
"953340",0.855722222222222,0.110611111111111,0.922999999999999,0.0182777777777779
"279690",0.0760555555555556,0.0039444444444444,0.0231111111111109,0.16
"637866",0.093611111111111,0.00694444444444439,0.00833333333333314,0.768499999999999
"321974",0.993888888888889,0.974222222222222,0.999833333333333,0.997444444444444
"176695",0.994777777777778,0.995777777777778,0.999944444444444,0.996666666666667
"981437",0.968277777777777,0.0172777777777776,0.959333333333333,0.0193888888888889
"750676",0.995,0.999222222222222,0.999888888888889,0.999888888888889
"098301",0.00755555555555553,0.0457222222222222,0.0102222222222221,0.127388888888889
"878452",0.406833333333333,0.0483333333333342,0.0796666666666666,0.0368333333333332
"626673",0.0506666666666663,0.956388888888889,0.988666666666666,0.981333333333333
"558975",0.824833333333335,0.534333333333333,0.79861111111111,0.211611111111111
"402662",0.00544444444444439,0.00105555555555554,0.00311111111111115,0.819222222222222
"691719",0.523055555555554,0.0194444444444444,0.823388888888889,0.0846111111111112
"323382",0.9925,0.924166666666667,0.986666666666667,0.033833333333333
"431877",0.097055555555555,0.974333333333333,0.841722222222222,0.1805
"622757",0.0276666666666671,0.570166666666668,0.00622222222222231,0.0597222222222219
"322995",0.149555555555555,0.350944444444445,0.500777777777778,0.0774999999999995
"394485",0.991777777777778,0.873277777777778,0.994222222222222,0.856333333333331
"682804",0.00727777777777786,0.095166666666666,0.0147222222222224,0.00977777777777769
"268243",0.981944444444445,0.917555555555556,0.998777777777778,0.989944444444445
"604715",0.0125000000000001,0.00294444444444426,0.0103333333333332,0.253888888888889
"354481",0.0156666666666667,0.0222222222222223,0.797611111111112,0.449000000000001
"160667",0.576777777777778,0.754166666666666,0.191944444444444,0.0135555555555556
"748469",0.976611111111111,0.999055555555556,1,1
"477052",0.448333333333334,0.0311666666666663,0.837111111111111,0.523777777777776
"498268",0.626444444444444,0.973055555555555,0.0671666666666668,0.133722222222222
"056187",0.0200000000000003,0.0487777777777771,0.0142222222222221,0.0936666666666663
"818446",0.973,0.999444444444444,0.999944444444444,1
"390111",0.966833333333333,0.528555555555555,0.999055555555556,0.998388888888889
"638751",0.765222222222223,0.892222222222222,0.946666666666667,0.205388888888888
"926743",0.000444444444444428,0.947055555555555,0.0251666666666665,0.0155555555555554
"638886",0.993388888888889,0.999888888888889,1,0.999833333333333
"011173",0.570944444444444,0.978944444444445,0.0252222222222222,0.38161111111111
"560197",0.978055555555556,0.00588888888888887,0.9915,0.794888888888888
"051245",0.972,0.00950000000000017,0.966222222222222,0.00355555555555543
"754957",0.0950555555555563,0.108277777777777,0.0232222222222223,0.0431666666666667
"037908",0.991555555555556,0.923666666666667,0.987222222222222,0.0846111111111112
"246949",0.0196666666666672,0.000944444444444466,0.568444444444444,0.193055555555556
"000994",0.954777777777777,0.912388888888889,0.978388888888889,0.0746666666666669
"794515",0.756333333333335,0.0234444444444445,0.994888888888889,0.995666666666667
"954763",0.951666666666667,0.0298888888888887,0.900555555555555,0.166833333333333
"241491",0.913222222222222,0.968222222222222,0.982111111111111,0.414777777777777
"142994",0.000555555555555524,0.0222777777777778,0.00438888888888904,0.597444444444442
"758635",0.524277777777777,0.00661111111111127,0.104333333333334,0.0946111111111112
"497306",0.9725,0.000777777777777673,0.970333333333334,0.00133333333333332
"217337",0.126277777777778,0.179722222222221,0.0090555555555557,0.768555555555556
"023698",0.983222222222222,0.972222222222223,0.998611111111111,0.998666666666667
"664029",0.986944444444444,0.980277777777778,1,1
"406854",0.739722222222222,0.0509444444444444,0.739,0.38261111111111
"072160",0.677333333333333,0.00261111111111115,0.868888888888889,0.00783333333333292
"644513",0.0166666666666668,0.0922777777777769,0.012277777777778,0.0349999999999999
"896075",0.873777777777777,1,0.996777777777778,0.999944444444444
"454851",0.969388888888889,0.993555555555555,0.997666666666667,0.976722222222222
"578536",0.873611111111112,0.0387222222222221,0.929444444444444,0.0046111111111111
"247283",0.414055555555558,0.851777777777779,0.89122222222222,0.284833333333333
"058846",0.987166666666667,0.999777777777778,0.999,0.999555555555556
"587984",0.891777777777778,0.957111111111111,0.0545000000000011,0.00322222222222234
"467868",0.948611111111111,0.987166666666666,0.939444444444445,0.973611111111111
"865473",0.00477777777777764,0.00266666666666665,0.0126111111111111,0.0392222222222225
"266070",0.994222222222222,0.999777777777778,0.999888888888889,1
"682165",0.876555555555556,0.842611111111111,0.999277777777778,0.999833333333333
"662149",0.972055555555556,0.999722222222222,0.999777777777778,1
"438544",0.486944444444444,0.529388888888889,0.0485555555555555,0.0261111111111112
"377211",0.574777777777776,0.444777777777778,0.754666666666668,0.0603888888888888
"772782",0.731722222222223,0.00822222222222229,0.123888888888889,0.224555555555556
"550334",0.00405555555555559,0.0255555555555553,0.00805555555555534,0.483222222222222
"030616",0.00244444444444442,0.336222222222224,0.479444444444444,0.0152222222222221
"626383",0.987944444444444,0.807833333333333,0.970444444444444,0.314555555555555
"061353",0.827888888888889,0.0463333333333335,0.929888888888888,0.273944444444445
"161893",0.000555555555555521,0.0471666666666667,0.0110000000000001,0.100388888888889
"587523",0.0724999999999999,0.00427777777777781,0.022666666666667,0.0296666666666664
"498370",0.0477777777777776,0.0174444444444445,0.572222222222222,0.18911111111111
"592325",0.464888888888889,0.00122222222222221,0.813944444444444,0.0879999999999996
"055512",0.168722222222221,0.0134999999999999,0.727555555555557,0.17638888888889
"474182",0.093388888888889,0.00361111111111111,0.0236111111111112,0.117555555555556
"657778",0.224722222222223,0.033,0.0703333333333331,0.782333333333333
"600459",0.958944444444444,0.967388888888889,0.949055555555556,0.990833333333333
"008702",0.945444444444445,0.991,0.496722222222222,0.411277777777778
"478120",0.9615,0.999611111111111,0.998111111111111,0.982111111111111
"059036",0.982833333333333,0.588277777777779,0.967611111111111,0.985666666666666
"677808",0.0215555555555555,0.00105555555555557,0.61361111111111,0.105333333333333
"306043",0.968277777777777,0.999888888888889,0.993944444444444,0.9965
"095449",0.00216666666666668,0.00105555555555555,0.76538888888889,0.978888888888889
"315209",0.000111111111111114,0.0902222222222217,0.0108888888888888,0.0298888888888887
"590523",0.362055555555555,0.881444444444445,0.00338888888888889,0.960444444444444
"751388",0.00266666666666666,0.578277777777778,0.00511111111111108,0.0392777777777778
"577035",0.881055555555556,0.0140000000000004,0.856111111111111,0.240111111111111
"029809",0.984888888888889,0.997277777777778,0.993944444444445,0.997833333333333
"542538",0.0208333333333337,0.730388888888889,0.249777777777778,0.062111111111111
"817369",0.821444444444444,0.0152222222222221,0.915388888888889,0.0091666666666667
"053407",0.540055555555556,0.0348333333333332,0.806722222222222,0.0411666666666665
"636589",0.00200000000000005,0.00277777777777779,0.0129444444444442,0.0925555555555552
"038381",0.014888888888889,0.0822777777777775,0.0118333333333333,0.141388888888888
"713419",0.870944444444443,0.972277777777778,0.907055555555554,0.0215000000000002
"281801",0.963277777777779,0.998833333333333,0.978611111111112,0.200888888888888
"382577",0.534333333333333,0.734888888888888,0.0821111111111113,0.0238333333333333
"078814",0.992166666666667,0.972222222222223,0.959722222222222,0.992333333333334
"853197",0.981388888888889,0.131055555555556,0.996333333333333,0.922777777777778
"899380",0.994555555555556,0.999944444444444,0.999944444444444,0.999944444444444
"216251",0.980722222222222,0.0367222222222217,0.998944444444444,0.994166666666667
"114980",0.738277777777778,0.00811111111111115,0.143833333333333,0.0498888888888887
"082222",0.298,0.0447777777777777,0.0292777777777774,0.635444444444445
"918965",0.991888888888889,0.955166666666666,0.988111111111111,0.998166666666667
"874673",0.980055555555556,0.316222222222222,0.9755,0.957055555555555
"025828",0.969,1,1,1
"376654",0.910888888888888,0.988166666666667,0.9995,1
"115386",0.846666666666667,0.998888888888889,0.999611111111111,0.9985
"012199",0.990777777777778,0.944555555555555,0.989722222222222,0.299222222222223
"562966",0.994166666666667,0.999833333333333,0.999722222222222,0.999777777777778
"410704",0.963944444444445,0.993944444444444,0.981166666666667,0.0516666666666672
"021112",0.995166666666667,0.997944444444445,0.999944444444444,1
"579627",0.933277777777777,0.895333333333334,0.963722222222222,0.169722222222222
"801558",0.34438888888889,0.00566666666666678,0.0735000000000004,0.0288888888888891
"683507",0.720444444444444,0.993833333333333,0.979222222222222,0.997611111111111
"885434",0.987888888888889,0.9995,0.999944444444444,1
"570823",0.0253333333333334,0.0425555555555554,0.665000000000001,0.00400000000000016
"082254",0.0193888888888895,0.973888888888889,0.0179444444444446,0.868166666666666
"650996",0.987,0.999555555555556,0.999888888888889,0.999888888888889
"175084",0.101888888888889,0.950444444444444,0.0218333333333333,0.0215000000000001
"604333",0.0425555555555556,0.973722222222223,0.0812777777777774,0.782388888888889
"245744",0.973666666666667,0.987777777777778,0.996055555555556,0.996833333333333
"758128",0.971388888888889,0.0131111111111109,0.973,0.593444444444445
"182470",0.454888888888889,0.0172777777777776,0.793666666666667,0.0106666666666667
"188971",0.978055555555556,0.439333333333334,0.934888888888889,0.309055555555555
"579138",0.0278888888888891,0.999333333333333,0.970611111111111,0.974388888888889
"976826",0.0144444444444445,0.0496111111111109,0.0124444444444446,0.0215555555555554
"935374",0.927888888888889,0.999944444444444,0.999777777777778,1
"036116",0.970388888888889,0.00116666666666664,0.964555555555555,0.0017222222222222
"250369",0.119444444444444,0.968611111111111,0.502444444444446,0.623944444444443
"052343",0.958333333333333,0.952444444444444,0.975611111111111,0.9665
"580528",0.985833333333333,0.972333333333333,0.906777777777779,0.994888888888889
"624022",0.9635,0.994,0.980888888888889,0.00977777777777767
"422419",0.764166666666666,0.203722222222222,0.126333333333333,0.0218888888888889
"456157",0.949444444444444,0.0144444444444445,0.998777777777778,0.997611111111111
"570669",0.0425555555555546,0.00555555555555557,0.411111111111111,0.501166666666666
"533168",0.160222222222222,0.623611111111112,0.0116666666666666,0.0205555555555556
"554246",0.921611111111111,0.999777777777778,0.999833333333333,0.999444444444444
"101299",0.991833333333333,0.918944444444444,0.984722222222222,0.0038333333333333
"424211",0.0527222222222223,0.885111111111111,0.784499999999999,0.854944444444445
"074166",0.964277777777778,0.491444444444444,0.998111111111111,0.999166666666667
"986253",0.413666666666666,0.0888888888888891,0.0753333333333336,0.146277777777778
"555197",0.0759444444444436,0.997722222222222,0.999166666666667,1
"285134",0.729666666666666,0.00372222222222224,0.995388888888889,0.998388888888889
"207192",0.979944444444445,0.00027777777777775,0.998222222222222,0.968222222222222
"967576",0.992,0.805055555555556,0.999333333333333,0.981444444444445
"635023",0.0284444444444443,0.329388888888889,0.507444444444444,0.0655555555555559
"377524",0.618888888888888,0.992777777777778,0.959777777777778,0.595833333333334
"367804",0.0551666666666659,0.00149999999999997,0.659277777777777,0.0412777777777769
"714196",0.995777777777778,0.979388888888889,0.997055555555555,0.848888888888889
"338553",0.891,0.000944444444444457,0.997277777777778,0.983111111111111
"423214",0.980111111111111,0.0117777777777777,0.999111111111111,0.996222222222222
"886014",0.991611111111111,0.917444444444445,0.981888888888889,0.0343333333333335
"636957",0.966666666666667,0.978777777777778,0.992611111111111,0.778666666666667
