"","referent_units","partitioning_iterating","appropriateness","multiplicative_comparison"
"961034",0.0479444444444445,0.962944444444444,0.337666666666667,0.981222222222222
"890603",0.999888888888889,0.979055555555555,0.982611111111111,0.936833333333334
"079169",0.950166666666667,0.000111111111111118,0.982444444444444,0.963666666666666
"803407",0.80611111111111,0.967888888888889,0.715166666666667,0.0918888888888891
"351668",1,0.998444444444444,0.984,0.999722222222222
"820100",0.999888888888889,0.983222222222222,0.923166666666666,0.999444444444445
"576926",0.0340555555555561,0.0326111111111113,0.660444444444445,0.926611111111111
"075129",0.620666666666668,0.659055555555556,0.0430000000000003,0.0106111111111112
"109504",1,0.998944444444444,0.984888888888889,0.998222222222222
"143326",0.995166666666667,0.00355555555555538,0.984388888888889,0.998333333333333
"752507",0.123888888888888,0.00833333333333327,0.918666666666667,0.0640555555555558
"423056",0.856166666666667,0.00194444444444437,0.942722222222222,0.967444444444445
"368009",0.172000000000002,0.997,0.906777777777778,0.992944444444445
"441855",0.0209999999999998,0.992611111111111,0.759388888888889,0.969888888888889
"975572",0.812277777777778,0.986722222222223,0.940166666666667,0.943888888888889
"394028",0.285388888888889,0.975166666666667,0.625499999999999,0.0121111111111111
"082367",0.00938888888888884,0.997611111111111,0.248944444444444,0.142222222222222
"611025",0.523999999999999,0.032388888888889,0.0371666666666668,0.948722222222222
"213509",0.123777777777778,0.448444444444445,0.00188888888888892,0.864055555555555
"733658",0.501277777777778,0.289444444444444,0.717999999999999,0.900777777777778
"269555",0.990888888888889,0.850277777777778,0.905611111111111,0.00188888888888892
"026989",0.048277777777778,0.00644444444444455,0.942944444444445,0.946555555555556
"082033",0.999277777777778,0.999055555555556,0.905055555555555,0.999722222222222
"905154",0.964388888888889,0.621666666666667,0.982055555555556,0.980166666666666
"270409",1,0.934,0.941,0.993777777777778
"155598",0.567055555555556,0.0290555555555557,0.984388888888889,0.034611111111111
"159479",0.0025555555555556,0.969111111111111,0.984277777777778,0.989777777777778
"236156",0.0917777777777772,0.0860000000000003,0.903611111111111,0.934833333333333
"669417",0.0398333333333329,0.23,0.0484999999999999,0.0590555555555552
"835205",0.149055555555555,0.0618333333333335,0.905277777777778,0.870388888888888
"282621",0.131722222222222,0.00816666666666671,0.941666666666667,0.0692777777777778
"661549",1,0.994833333333333,0.911333333333334,0.999666666666667
"710185",0.00488888888888885,0.0898333333333334,0.904388888888889,0.939111111111111
"678504",0.9995,0.998388888888889,0.7605,0.999777777777778
"426374",0.0262777777777778,0.0105555555555556,0.0394999999999997,0.0767222222222217
"843256",0.0514444444444443,0.510277777777777,0.907055555555556,0.822222222222222
"912944",0.0262222222222223,0.068722222222222,0.0395555555555557,0.0797222222222222
"366620",0.982166666666667,0.0793888888888886,0.0396111111111114,0.00566666666666675
"501222",0.526888888888889,0.0648888888888891,0.0112222222222223,0.0362777777777777
"519583",0.842,0.0111111111111111,0.984555555555556,0.964055555555556
"567226",0.127333333333334,0.218333333333333,0.0649999999999998,0.0551111111111108
"313892",0.49488888888889,0.00238888888888886,0.983555555555555,0.958166666666666
"522393",0.00416666666666666,0.942277777777778,0.648222222222222,0.759444444444445
"965588",0.317166666666667,0.922666666666667,0.984666666666666,0.976833333333333
"407980",0.46811111111111,0.073666666666666,0.037888888888889,0.0367777777777778
"009276",0.999888888888889,0.995666666666667,0.906499999999999,0.992444444444444
"088278",0.549833333333334,0.805555555555555,0.624333333333334,0.974888888888889
"768348",0.00322222222222229,0.00650000000000004,0.907277777777778,0.945777777777778
"632457",0.999111111111111,0.996111111111111,0.985611111111111,0.999388888888889
"913873",0.00844444444444442,0.00244444444444442,0.0104999999999999,0.945888888888889
"516054",0.265222222222223,0.998166666666667,0.906111111111111,0.898444444444445
"133796",0.199944444444444,0.4935,0.222611111111111,0.749833333333333
"369598",0.998388888888889,0.92488888888889,0.304777777777778,0.999611111111111
"943667",0.190944444444443,0.00205555555555552,0.0449444444444449,0.867388888888888
"733767",1,0.999388888888889,0.900722222222223,0.999888888888889
"807526",0.00611111111111109,0.0342222222222221,0.0397222222222222,0.942666666666667
"627716",0.942722222222222,0.00361111111111112,0.222055555555555,0.0089999999999999
"956991",0.0545555555555558,0.00177777777777771,0.739166666666667,0.926777777777777
"647657",0.907444444444445,0.995555555555556,0.921222222222222,0.713833333333333
"241332",0.378444444444444,0.451722222222222,0.985555555555556,0.976444444444444
"751800",0.973333333333334,0.102277777777777,0.940444444444444,0.996888888888889
"408088",0.999777777777778,0.960166666666667,0.983055555555556,0.999388888888889
"373147",0.905944444444444,0.999055555555556,0.242555555555556,0.994222222222222
"638587",0.051666666666667,0.985111111111111,0.338888888888889,0.0460000000000003
"508968",0.982277777777778,0.0356666666666665,0.984222222222222,0.995888888888889
"462246",0.550444444444444,0.928,0.281388888888889,0.991277777777778
"391313",0.999611111111111,0.942,0.626444444444444,0.936166666666667
"078128",0.515777777777778,0.0433888888888894,0.0715555555555557,0.970777777777778
"168942",0.999333333333333,0.997166666666667,0.67488888888889,0.979166666666667
"018938",0.00733333333333327,0.986444444444444,0.0116111111111111,0.0148333333333332
"908691",0.0702222222222218,0.976555555555556,0.192833333333334,0.8765
"299130",0.955944444444445,0.00266666666666665,0.940444444444444,0.995388888888889
"782963",0.958055555555556,0.962555555555555,0.0102222222222221,0.998166666666667
"390509",0.998055555555555,0.980277777777778,0.716722222222222,0.951222222222222
"771298",0.134,0.144888888888891,0.0671111111111114,0.888722222222223
"755099",0.028277777777778,0.159888888888889,0.0387222222222221,0.929
"502653",0.0569444444444446,0.225722222222221,0.982888888888889,0.0608888888888889
"484825",0.735944444444445,0.262111111111112,0.247388888888888,0.959944444444444
"576336",0.890222222222223,0.00149999999999995,0.905666666666667,0.0122222222222231
"065306",0.558833333333334,0.734833333333333,0.983944444444445,0.994833333333333
"964616",0.000666666666666696,0.983888888888889,0.940111111111111,0.971888888888889
"104943",0.295333333333334,0.992722222222222,0.982055555555555,0.994
"896032",0.294555555555556,0.689,0.924166666666666,0.920444444444445
"884121",0.00783333333333345,0.509555555555556,0.0382777777777776,0.847722222222222
"692652",0.0602222222222221,0.00233333333333328,0.0593888888888887,0.920166666666667
"479593",0.988944444444445,0.953722222222222,0.904333333333333,0.999111111111111
"918964",0.825222222222222,0.990833333333333,0.741166666666666,0.998611111111111
"408367",0.327166666666667,0.986277777777778,0.626444444444444,0.976888888888889
"255753",0.624166666666666,0.824277777777777,0.330555555555555,0.988944444444445
"037300",0.076722222222222,0.0825000000000003,0.912777777777778,0.915277777777778
"143070",0.00561111111111105,0.993388888888889,0.902444444444444,0.9695
"089635",0.506055555555556,0.0248888888888892,0.0105555555555556,0.73461111111111
"895635",0.998888888888889,0.999,0.914222222222222,0.999611111111111
"607593",0.0035555555555555,0.00577777777777776,0.0386666666666667,0.947611111111111
"775192",0.990444444444445,0.977500000000001,0.62138888888889,0.00255555555555561
"206708",1,0.998444444444444,0.982611111111111,0.9995
"785602",0.968555555555556,0.988444444444445,0.937444444444444,0.933277777777777
"793637",0.999222222222222,0.999611111111111,0.982722222222223,0.0334444444444442
"899227",0.464000000000001,0.962555555555555,0.983833333333334,0.481444444444445
"368669",1,0.810222222222222,0.331888888888888,0.999444444444444
"668961",0.965666666666666,0.0442777777777779,0.938777777777778,0.994333333333333
"419692",0.351222222222223,0.851777777777778,0.654611111111111,0.0162777777777778
"890966",0.00216666666666668,0.992666666666667,0.901222222222222,0.972833333333333
"261260",0.790499999999999,0.00494444444444437,0.191222222222222,0.0200555555555552
"864393",0.793222222222222,0.089444444444444,0.903944444444446,0.946444444444444
"764921",0.292333333333334,0.998611111111111,0.597500000000002,0.961388888888889
"802858",0.9825,0.103722222222222,0.186722222222222,0.967444444444445
"640434",0.970499999999999,0.000277777777777747,0.00794444444444452,0.108555555555556
"662485",0.999944444444444,0.999944444444444,0.942444444444445,0.999611111111111
"027008",0.514055555555556,0.123444444444444,0.0368888888888888,0.0913888888888887
"377802",0.979388888888889,0.996055555555556,0.922,0.934333333333333
"982440",0.999166666666667,0.604666666666667,0.0131666666666666,0.994944444444445
"193574",0.996555555555556,0.553388888888888,0.307222222222222,0.998833333333333
"597757",0.999944444444444,0.997833333333333,0.624777777777778,0.980666666666667
"877036",0.0340555555555556,0.832777777777777,0.626722222222222,0.126611111111112
"968933",0.000611111111111105,0.907611111111111,0.903722222222222,0.9725
"497579",0.956111111111111,0.991555555555556,0.984166666666667,0.9955
"012527",0.00305555555555553,0.00222222222222222,0.712777777777777,0.948333333333333
"462353",0.1275,0.457388888888889,0.984611111111111,0.864666666666667
"086845",0.194,0.00761111111111106,0.309111111111113,0.0600555555555551
"149344",0.611166666666667,0.321944444444443,0.1885,0.0240555555555552
"200558",0.651277777777777,0.645666666666666,0.905166666666667,0.975222222222222
"765272",1,0.999611111111111,0.719277777777779,0.999833333333333
"845818",0.868111111111111,0.235722222222222,0.0493888888888892,0.0242777777777782
"675645",0.0814444444444446,0.728777777777777,0.0391666666666668,0.883611111111111
"597645",0.999833333333333,0.999055555555556,0.716944444444445,0.999777777777778
"200397",0.100055555555555,0.00194444444444446,0.0483888888888886,0.908222222222223
"706347",0.00694444444444431,0.968722222222222,0.621722222222222,0.987444444444445
"211985",0.406555555555555,0.041333333333333,0.902555555555555,0.949222222222221
"996361",0.983944444444444,0.000555555555555539,0.716,0.959944444444444
"340251",0.00194444444444444,0.517888888888888,0.914333333333334,0.8445
"968549",0.279611111111112,0.781944444444444,0.715944444444444,0.774111111111111
"787393",0.955944444444444,0.994111111111111,0.939722222222222,0.997388888888889
"817770",0.980111111111111,0.9995,0.905722222222222,0.0118888888888889
"566632",0.999166666666667,0.373333333333333,0.982166666666667,0.999111111111111
"564266",0.00927777777777775,0.902111111111111,0.984277777777778,0.974333333333333
"305317",0.785388888888889,0.129388888888888,0.984388888888889,0.0410555555555557
"799658",0.999944444444444,0.927333333333333,0.924055555555556,0.9995
"916621",0.112722222222223,0.1195,0.0807222222222224,0.0626111111111112
"435745",0.138722222222223,0.8395,0.0107777777777777,0.0443333333333327
"294893",1,0.946111111111111,0.924111111111112,0.999333333333333
"361250",0.973666666666667,0.989777777777778,0.941277777777778,0.687722222222223
