"","Theta","referent_units","partitioning_iterating","appropriateness","multiplicative_comparison"
"183836",-0.480906711818003,0.00772222222222226,0.680833333333332,0.018611111111111,0.00227777777777783
"535982",0.424573999077868,0.998833333333333,0.896666666666666,0.371222222222224,0.301388888888889
"254309",0.781503781832685,0.998555555555556,0.998555555555556,0.603166666666667,0.997833333333333
"253937",1.09253598762809,0.999611111111111,0.999888888888889,0.904277777777777,0.846055555555556
"644116",0.380253157033231,0.131166666666667,0.852777777777779,0.652388888888893,0.452
"175957",-1.1376754311969,0.0647777777777779,0.00466666666666652,0.00844444444444493,0.00494444444444434
"739726",0.154825597560626,0.999611111111111,0.994111111111111,0.00233333333333336,0.574833333333334
"023325",1.15077025567064,1,0.998222222222222,0.952722222222223,0.992166666666667
"448125",-0.212939511001385,0.0592222222222225,0.934055555555556,0.0100555555555557,0.179111111111111
"045643",0.988297591425102,0.998777777777778,0.988944444444445,0.806722222222224,0.824333333333333
"697772",-0.857241683801562,0.551777777777779,0.00722222222222243,0.0384444444444448,0.266833333333332
"689170",-1.11097628359613,0.0332777777777778,0.00733333333333326,0.00794444444444465,0.505222222222222
"222042",-1.17416047421479,0.0197777777777779,0.00411111111111103,0.00594444444444441,0.00500000000000003
"075968",-0.305502163524629,0.0748888888888886,0.422222222222224,0.384222222222222,0.62738888888889
"408017",-0.265650711287424,0.485722222222222,0.171944444444443,0.462499999999997,0.549500000000001
"046782",0.692207439613225,0.315666666666667,0.93688888888889,0.848499999999999,0.030111111111111
"714191",0.894388427677598,0.971,0.967,0.758222222222222,0.984222222222222
"953970",1.16379990344345,0.993555555555555,0.995166666666667,0.959444444444445,0.997222222222222
"201930",1.1215171247942,0.996333333333333,0.974333333333333,0.950333333333334,0.940833333333333
"112994",-0.431861798136805,0.843444444444445,0.13338888888889,0.219444444444444,0.607833333333334
"694075",0.673573076583956,0.986055555555555,0.971944444444444,0.556944444444444,0.00350000000000013
"226867",0.999809381374535,1,0.999111111111111,0.799944444444444,0.992388888888889
"688058",0.359067726651279,0.989166666666667,0.997222222222222,0.196333333333334,0.945
"110589",1.17208246429454,1,0.999944444444444,0.963444444444446,0.998055555555555
"548840",1.04092595303435,1,0.963833333333333,0.885777777777778,0.992166666666667
"126534",0.158990283013839,0.0414444444444447,0.970388888888888,0.333388888888888,0.72238888888889
"050639",0.996134528262541,0.999944444444444,0.998388888888889,0.799944444444445,0.998
"491194",-0.566571119577229,0.0708333333333335,0.571000000000002,0.00105555555555566,0.3005
"449699",0.776564636165555,0.993722222222222,0.998055555555555,0.618833333333334,0.290000000000001
"233092",-0.775163577700984,0.118777777777778,0.331388888888889,0.0071666666666667,0.418722222222223
"567170",-1.13018335199909,0.0320555555555555,0.00783333333333323,0.000166666666666666,0.522166666666667
"138579",0.947525143556284,0.999833333333333,0.999611111111111,0.7555,0.845277777777778
"129353",0.949425612958355,0.998111111111111,0.980833333333333,0.792333333333334,0.996888888888889
"840002",0.0491540625243596,0.857833333333334,0.378333333333336,0.485388888888893,0.00911111111111102
"927567",0.413913690481378,0.994,0.991666666666666,0.290666666666666,0.148055555555556
"500902",-1.16531388221164,0.0573888888888888,0.00355555555555547,0.0001111111111111,0.00388888888888887
"202706",-0.929804640071201,0.232833333333334,0.00972222222222186,0.0795000000000013,0.414388888888889
"695528",-1.09086875530167,0.0782777777777776,0.0562222222222222,0.000333333333333342,0.00550000000000018
"631683",0.766047120240826,0.978166666666667,0.999944444444444,0.59327777777778,0.947888888888888
"302217",-0.617703907607883,0.999944444444444,0.00411111111111103,0.0563333333333327,0.982944444444444
"379230",-1.06710244142437,0.0285555555555553,0.0702222222222222,0.000111111111111127,0.481944444444442
"514087",0.597478923903522,0.0881666666666668,0.913833333333333,0.835,0.00149999999999996
"299794",1.15540760480439,1,0.999222222222222,0.956,0.974444444444445
"794947",-0.39652611175621,0.595277777777776,0.510722222222221,0.00816666666666675,0.712166666666666
"732781",0.800137544623685,0.998666666666667,0.759888888888886,0.848333333333334,0.396444444444446
"934480",1.12474875910895,0.999888888888889,1,0.956333333333333,0.998611111111111
"547630",-1.03014693749092,0.181999999999999,0.0553888888888892,0.00749999999999989,0.00466666666666649
"291717",-0.957365030811107,0.256666666666669,0.00433333333333336,0.0698333333333322,0.549666666666666
"818920",-0.679773022332121,0.756999999999998,0.155388888888887,0.000722222222222273,0.146555555555556
"893312",-0.64444579879358,0.742888888888889,0.133777777777778,0.0607222222222222,0.00188888888888893
"189381",0.38010053897848,0.0703333333333329,0.986,0.541666666666666,0.682777777777778
"661949",-0.993856539064977,0.278444444444444,0.0047222222222223,0.0319444444444447,0.00394444444444441
"138181",-0.0313098670706857,0.0372777777777778,0.981055555555555,0.132666666666668,0.721166666666667
"506707",-0.97199652652542,0.122666666666666,0.0112222222222222,0.119444444444445,0.00461111111111131
"354564",0.903742749386474,0.998388888888889,0.867555555555556,0.818444444444446,0.974722222222222
"574158",1.07637625072509,0.999277777777778,0.999944444444444,0.896888888888889,0.997222222222222
"634424",-0.960248465272905,0.323277777777779,0.0667222222222214,0.00216666666666668,0.362888888888889
"434471",-0.475813072019853,0.00894444444444446,0.688333333333334,0.0116111111111109,0.00449999999999988
"547323",0.566359567430392,0.735055555555555,0.959888888888889,0.510944444444442,0.917444444444444
"123536",1.15144139125436,1,0.999,0.959222222222222,0.993666666666667
"132851",1.1431000448099,0.999888888888889,1,0.958055555555555,0.716
"394832",1.10587264387977,0.966944444444445,0.994833333333333,0.947666666666667,0.825055555555556
"453044",-0.134726882502807,0.9925,0.0183888888888885,0.527444444444443,0.980611111111111
"713777",-0.803617937396754,0.442277777777778,0.105000000000001,0.0351111111111113,0.337888888888889
"095616",1.0800297496142,0.881944444444445,0.979,0.938944444444444,0.941222222222222
"070709",0.468694270297123,0.0384444444444447,0.955666666666667,0.692,0.00127777777777778
"087065",-0.677685569996757,0.968777777777778,0.0162222222222224,0.0117777777777777,0.966222222222222
"821791",-0.890976432408925,0.145333333333333,0.125722222222225,0.0588333333333315,0.439222222222222
"044807",-0.887331580008675,0.458777777777778,0.072611111111111,0.000166666666666682,0.0021111111111111
"113852",0.71217963141716,0.619111111111112,0.977388888888889,0.678388888888888,0.924166666666667
"868485",0.974790877846979,0.999944444444444,0.996833333333333,0.813333333333334,0.976166666666667
"838813",-1.04249243689675,0.203277777777779,0.00277777777777771,0.000333333333333349,0.425000000000002
"394295",0.142943534521016,0.999055555555556,0.994055555555555,0.00444444444444449,0.811944444444444
"784383",0.0306509794628731,0.997944444444445,0.776388888888889,0.0562222222222219,0.921333333333334
"231023",1.15409083695215,1,0.999944444444444,0.958888888888889,0.992555555555556
"823110",0.571617620600686,0.0750555555555557,0.999555555555556,0.727499999999998,0.864833333333333
"548338",-1.07861089246271,0.0316666666666669,0.0483333333333335,5.55555555555488e-05,0.493777777777778
"344652",0.802676012263314,0.999833333333333,0.987166666666666,0.6145,0.997333333333333
"837358",1.07744366538982,0.999944444444444,0.999833333333333,0.897055555555555,0.997555555555556
"483995",0.423867587799526,0.182388888888889,0.952333333333333,0.566611111111111,0.893611111111111
"085983",-1.01066239633132,0.159722222222223,0.0568888888888891,0.0192777777777779,0.435444444444444
"898921",1.15188318872862,0.995277777777778,0.998333333333333,0.958166666666666,0.844222222222223
"909476",0.177035036270894,0.996666666666667,0.992333333333334,0.0285555555555553,0.997111111111111
"290814",-0.117643410275183,0.196277777777777,0.864222222222221,0.0897222222222226,0.860499999999999
"694715",0.57971227455674,0.995722222222222,0.998166666666667,0.419111111111112,0.837722222222221
"924791",-1.01003671165229,0.258944444444447,0.0298888888888889,0.000111111111111119,0.391166666666667
"966741",0.156400210068186,0.562111111111114,0.624555555555554,0.465222222222221,0.847444444444446
"929610",0.086793387242994,0.814111111111111,0.406777777777775,0.497722222222222,0.596999999999999
"202708",1.08051248277635,1,0.995555555555556,0.897777777777779,0.991944444444445
"212917",-0.683633746904016,0.969611111111111,0.00288888888888889,0.0106666666666665,0.9665
"613719",-1.17558697626813,0.0196111111111112,0.00427777777777779,5.5555555555556e-05,0.00572222222222222
"987418",0.155675395559784,0.914777777777778,0.30111111111111,0.623722222222222,0.000833333333333354
"221606",1.11826151015436,0.999222222222222,0.999611111111111,0.95811111111111,0.0491111111111109
"945658",-1.03155777887136,0.153,0.00416666666666671,0.0155000000000001,0.446111111111111
"520802",0.751020012935628,0.986666666666667,0.894166666666668,0.702555555555555,0.000555555555555548
"698435",-0.398622566067071,0.182333333333334,0.679555555555557,0.00694444444444433,0.00333333333333343
"655710",-0.961737478716738,0.0903333333333331,0.122388888888886,0.0325555555555568,0.5135
"138008",1.1451038438358,0.999777777777778,1,0.950944444444444,0.950777777777778
"425839",0.659565162805219,0.0405555555555555,0.971666666666667,0.852777777777779,0.871555555555556
"279044",0.926799760624596,0.976222222222222,0.985222222222222,0.765555555555558,0.985222222222222
"934096",1.16290311670747,1,1,0.9595,0.998277777777778
"777235",0.640337682907707,0.769222222222221,0.991777777777778,0.554444444444445,0.814166666666667
"270380",-1.15119483030811,0.0187777777777779,0.00411111111111101,0,0.00516666666666676
"837851",1.14578110353286,1,0.998944444444444,0.957388888888889,0.997666666666667
"116280",-1.10425425427957,0.101166666666667,0.00322222222222233,0.000111111111111123,0.470388888888889
"585846",0.446509697586165,0.993222222222222,0.448333333333334,0.717111111111112,0.977277777777778
"575464",1.07377280311147,0.986833333333333,0.990333333333333,0.897444444444443,0.966388888888889
"770474",1.15324191863318,1,0.999888888888889,0.960888888888889,0.993222222222222
"029751",-1.08250360677997,0.0340555555555554,0.0630555555555562,0.00288888888888891,0.00555555555555535
"948559",-0.603177154205409,0.715055555555555,0.0434999999999991,0.157999999999999,0.852277777777777
"496844",-1.05620187008714,0.0253333333333333,0.0711666666666644,0.00572222222222264,0.499277777777778
"836791",-0.147720713369233,0.767444444444445,0.777055555555556,0.000333333333333362,0.00255555555555562
"903644",1.13368129682588,1,0.988666666666667,0.951555555555555,0.973777777777778
"404358",-1.1275451738687,0.104611111111111,0.00294444444444443,5.55555555555637e-05,0.0046111111111111
"748221",-0.139888507284327,0.258388888888889,0.923944444444444,0.00188888888888892,0.877777777777777
"157460",-0.883017411745726,0.0313888888888889,0.133111111111113,0.112166666666666,0.457833333333334
"180628",0.0208500364517158,0.672277777777777,0.977611111111111,0.0151666666666673,0.0674444444444447
"865680",0.20427003087376,0.452944444444445,0.825555555555556,0.367777777777779,0.441222222222222
"947900",-0.922980877132428,0.0683333333333336,0.166611111111112,0.06311111111111,0.00377777777777776
"427590",-0.359024268374458,0.941777777777778,0.0172777777777775,0.31016666666667,0.954166666666666
"787282",-1.12610905723518,0.0316666666666668,0.00316666666666659,5.5555555555549e-05,0.502166666666666
"987733",-0.894616194845436,0.494500000000001,0.0532222222222225,0.00338888888888889,0.280444444444445
"795892",-0.402606511385309,0.0331666666666669,0.702444444444445,0.0524444444444441,0.00261111111111115
"452341",0.358174611320241,0.979333333333334,0.404277777777779,0.687833333333333,0.947444444444444
"473847",0.960912537760729,0.999888888888889,0.993777777777778,0.791277777777777,0.945333333333333
"202787",1.14695686249046,0.995388888888889,1,0.955777777777777,0.944444444444445
"265021",0.686942346320453,0.876111111111113,0.979555555555555,0.562611111111107,0.931833333333333
"294108",-0.269178290293103,0.286166666666667,0.737944444444446,0.0223333333333333,0.663388888888889
"759815",-1.00130605380894,0.102777777777778,0.119833333333334,0.00144444444444444,0.00372222222222225
"182668",-0.71620135626062,0.913944444444445,0.0043888888888888,0.000166666666666677,0.940888888888889
"747495",-0.842854806094191,0.064111111111111,0.136611111111112,0.118222222222222,0.447333333333334
"469900",0.963465208856532,0.827722222222222,0.951333333333333,0.913722222222224,0.296833333333334
"022902",0.987343423979303,0.999888888888889,0.999444444444444,0.808333333333332,0.949055555555555
"573860",-1.09865357602955,0.0186666666666668,0.0337222222222216,0.000222222222222234,0.491888888888889
"042948",-1.04096074865757,0.1015,0.0665,0.00716666666666676,0.00438888888888881
"222242",0.984876963798226,0.999944444444444,1,0.813333333333334,0.840555555555556
"125777",-1.06454920294587,0.0293333333333332,0.0709444444444453,0.000500000000000042,0.496888888888888
"436930",0.959216289485723,0.9985,1,0.787944444444445,0.947277777777778
"154078",0.1390839566105,0.985722222222222,0.922666666666667,0.0818333333333332,0.00122222222222221
"773640",1.14099000700993,0.982222222222222,0.998944444444444,0.957444444444444,0.846611111111111
"869127",-0.987403428433388,0.151333333333333,0.112333333333334,0.00383333333333345,0.00422222222222215
"895683",0.325228791939622,0.00416666666666665,0.955555555555555,0.525555555555561,0.881277777777777
"310411",0.404812968624349,0.910944444444445,0.993777777777778,0.3045,0.00222222222222227
"471854",1.13243654769776,1,0.999388888888889,0.952611111111111,0.992388888888889
"542773",1.15910681883977,1,1,0.957444444444446,0.997833333333333
"659555",0.564757841211319,0.998833333333333,0.999722222222222,0.413611111111111,0.586055555555555
"395292",0.710334459304061,0.999888888888889,0.998055555555556,0.542611111111109,0.971444444444444
"193772",-0.315101493203764,0.581777777777778,0.392944444444446,0.189777777777778,0.472333333333334
"934214",1.14801082874846,0.999944444444444,0.999055555555556,0.956611111111111,0.997722222222222
"500717",0.856058428081672,0.968111111111111,0.941333333333334,0.744111111111103,0.978333333333333
"785796",1.15111391781344,1,1,0.959888888888888,0.992555555555556
"587398",-0.0393906008220702,0.524944444444445,0.60572222222222,0.304055555555558,0.717166666666666
"079745",0.750561964704872,0.760555555555556,0.965666666666667,0.699888888888888,0.806888888888888
"385808",-0.044501207677872,0.997666666666667,0.0987777777777782,0.55527777777778,0.62588888888889
"622101",0.969055789581731,0.999888888888889,0.997166666666667,0.788444444444442,0.998333333333333
"125607",-0.350273463307906,0.702944444444444,0.0314444444444442,0.433555555555554,0.204777777777777
"148351",-0.921522482845899,0.547166666666666,0.00333333333333345,0.00194444444444424,0.00238888888888887
"414840",-0.735700767230503,0.130666666666666,0.0153888888888888,0.282888888888887,0.463277777777779
"353233",-0.43256070826617,0.0567222222222219,0.673777777777779,0.0390555555555555,0.00266666666666669
"957172",0.198419977430953,0.952666666666667,0.932277777777778,0.124,0.168055555555556
"531605",-0.766205931587453,0.108944444444445,0.210833333333335,0.156777777777778,0.00477777777777764
"352024",0.627206327110794,0.685444444444445,0.923555555555557,0.655555555555555,0.00350000000000004
"842639",-1.03083773276593,0.107833333333334,0.00527777777777782,0.0641111111111109,0.470444444444445
"030289",-0.917962023789022,0.341055555555555,0.0441111111111112,0.0270555555555553,0.672
"470472",1.14456834453856,0.999444444444444,0.999833333333333,0.959277777777778,0.997333333333333
"537222",-1.08333748200847,0.154055555555555,0.00427777777777784,0,0.00527777777777782
"720132",-0.723578417211771,0.945111111111112,0.00149999999999997,0.00361111111111127,0.956111111111112
"828326",1.09978958391466,0.999944444444444,0.999722222222222,0.899888888888887,0.974666666666667
"207043",0.975208965447707,0.6975,0.996777777777778,0.928111111111111,0.0172777777777775
"194250",1.1338175470819,0.999722222222222,0.989333333333333,0.951777777777778,0.992833333333333
"039913",-1.00966353705894,0.173277777777778,0.0453333333333343,0.00144444444444444,0.432833333333333
"845120",-0.426790136585139,0.049777777777778,0.692999999999996,0.0211111111111112,0.00355555555555548
"103291",1.15622796204728,0.995055555555555,0.999888888888889,0.962,0.992333333333334
"236458",-1.0797876037867,0.0564444444444443,0.0579999999999999,0.00144444444444441,0.00622222222222229
"067754",-0.91090386216529,0.173333333333334,0.0063888888888888,0.133166666666666,0.546722222222222
"448464",-0.47408637308721,0.0426666666666669,0.668166666666668,0.00261111111111117,0.00222222222222226
"663185",-0.946572469662094,0.360666666666667,0.003,0.0155000000000003,0.5735
"895574",-0.0763518206142473,0.314388888888889,0.979833333333334,0.0121111111111112,0.00322222222222238
"614462",-1.06856165691076,0.107111111111112,0.00400000000000024,0.0241111111111112,0.466055555555555
"169928",-0.059400656142429,0.418222222222223,0.960888888888889,0.0158333333333335,0.255888888888888
"456331",1.15112074713034,0.999888888888889,0.998888888888889,0.956166666666665,0.998055555555555
"750403",0.613775132720023,0.833611111111111,0.995444444444444,0.524944444444445,0.00227777777777778
"185546",-0.895515993088744,0.407833333333334,0.067333333333333,0.00350000000000007,0.583555555555558
"381115",-1.00889206763084,0.3275,0.00288888888888887,0.000166666666666676,0.56011111111111
"202595",1.05176818573326,0.999944444444444,0.996888888888889,0.889888888888889,0.8435
"567371",1.13322107359175,0.998222222222222,0.992055555555555,0.949666666666667,0.997666666666667
"195908",0.333405447196274,0.998555555555556,0.960944444444445,0.192055555555556,0.910999999999999
"515855",1.12866412684464,0.999111111111111,0.999166666666667,0.954388888888889,0.306722222222222
"612143",0.741650011823662,1,0.999888888888889,0.583277777777776,0.997777777777778
"115451",-0.75797442592629,0.575444444444445,0.00488888888888884,0.11388888888889,0.595333333333333
"657507",-1.1211680805296,0.0101111111111112,0.00233333333333328,0.00149999999999997,0.509055555555554
"678918",0.517364394545992,0.0106111111111111,0.973888888888889,0.714833333333334,0.8905
"636853",0.967154292540801,0.997388888888889,0.995833333333333,0.79388888888889,0.948611111111111
"637423",0.0855683585503477,0.752166666666666,0.897277777777778,0.120166666666667,0.269833333333333
"424730",-0.732887861900198,0.824222222222222,0.0241111111111112,0.011611111111111,0.666055555555553
"091809",0.694023672917526,0.992944444444445,0.842999999999999,0.67483333333333,0.354166666666666
"039726",0.988178359940677,0.999833333333333,0.999444444444444,0.798777777777777,0.846666666666666
"657543",-1.07016964414535,0.109833333333333,0.00805555555555537,0.0466666666666665,0.00483333333333339
"745408",-1.06399783802509,0.150666666666667,0.00850000000000012,0.000222222222222238,0.542277777777778
"568483",-0.844602329020497,0.54672222222222,0.0538333333333338,0.000666666666666688,0.601611111111111
"612999",0.738485250932007,0.999222222222222,0.991444444444444,0.580055555555555,0.944722222222222
"478962",-1.09310462956492,0.127666666666667,0.00377777777777782,0,0.0049444444444443
"590979",-0.75699743966917,0.256444444444444,0.160333333333333,0.145944444444444,0.00388888888888891
"667870",1.15972231956908,0.996166666666667,0.998888888888889,0.956555555555555,0.972555555555556
"961034",-0.108366221803791,0.198222222222223,0.882000000000001,0.0965555555555562,0.752777777777776
"890603",1.13195481677953,1,0.998944444444444,0.959722222222222,0.573555555555556
"079169",-0.153569059527231,0.935166666666667,0.00327777777777774,0.526444444444443,0.658222222222223
"803407",0.624914249677627,0.924833333333334,0.977333333333333,0.535277777777777,0.00527777777777782
"351668",1.15932360758158,1,0.999944444444444,0.957499999999999,0.997944444444445
"820100",1.03903936388112,1,0.997555555555556,0.830444444444444,0.993111111111111
"576926",-1.06474386752381,0.0821666666666671,0.0384444444444447,0.0151111111111113,0.464333333333333
"075129",-0.25264179707586,0.676833333333333,0.673777777777778,0.00666666666666666,0.000777777777777757
"109504",1.1561962242217,1,0.999722222222222,0.954333333333333,0.974277777777778
"143326",-0.0537578356594901,0.992611111111111,0.0438888888888887,0.562611111111107,0.976
"752507",-1.08283623493971,0.0841111111111111,0.00727777777777777,0.0407777777777783,0.0046111111111111
"423056",-0.422221178895124,0.81611111111111,0.0212777777777775,0.295333333333334,0.658333333333333
"368009",0.762613977340225,0.564333333333334,0.997,0.705722222222223,0.920722222222222
"441855",0.274412210254129,0.187111111111113,0.986611111111111,0.391500000000001,0.611055555555557
"975572",1.05579690963435,0.954444444444444,0.998722222222222,0.895500000000001,0.589833333333334
"394028",0.189912717030366,0.524388888888889,0.975666666666666,0.225055555555555,0.000833333333333343
"082367",-0.148743550416108,0.020111111111111,0.995944444444444,0.0265000000000001,0.0124444444444446
"611025",-0.913278517822013,0.391222222222221,0.0481111111111105,0.000333333333333346,0.548888888888889
"213509",-0.601798724267,0.062111111111111,0.526555555555554,0.000166666666666678,0.344055555555555
"733658",-0.284052510371807,0.398055555555556,0.5245,0.210555555555555,0.384111111111112
"269555",0.885422303488406,0.995944444444444,0.963166666666667,0.755722222222223,5.55555555555612e-05
"026989",-0.981847595857944,0.0383333333333331,0.0108333333333331,0.11388888888889,0.525333333333333
"082033",0.959383835055864,0.999555555555556,0.999944444444444,0.787777777777779,0.997833333333333
"905154",1.07368395436104,0.990944444444444,0.951277777777779,0.933722222222225,0.835944444444445
"270409",1.08860586848044,0.999888888888889,0.992444444444444,0.898722222222223,0.915111111111111
"155598",-0.118188086413957,0.660000000000003,0.235666666666668,0.524833333333333,0.0016666666666667
"159479",0.66257647196185,0.0231111111111113,0.979444444444444,0.85861111111111,0.88611111111111
"236156",-0.52986895140877,0.22727777777778,0.294666666666664,0.239999999999999,0.439888888888889
"669417",-1.0088507652585,0.0310555555555558,0.12988888888889,0.000444444444444476,0.00427777777777785
"835205",-0.63888392734099,0.370111111111108,0.16766666666667,0.173111111111115,0.322055555555555
"282621",-0.929926147663849,0.125,0.0185555555555554,0.138555555555556,0.0049444444444443
"661549",0.918777623738236,1,0.998611111111111,0.740111111111111,0.992777777777778
"710185",-0.931837667526882,0.0192222222222224,0.0962222222222212,0.0958888888888895,0.4955
"678504",0.808912200696139,0.999944444444444,0.999722222222222,0.629333333333332,0.997555555555556
"426374",-1.13977109176791,0.0191666666666665,0.00444444444444452,0.000277777777777769,0.00483333333333343
"843256",0.164114586896837,0.315388888888888,0.749055555555554,0.473388888888888,0.194833333333334
"912944",-1.1425849450042,0.0183888888888885,0.031611111111111,0.000111111111111118,0.00611111111111108
"366620",-0.646781755327277,0.970555555555555,0.102722222222224,0.000666666666666691,0.000277777777777752
"501222",-0.939716906309197,0.433833333333332,0.034111111111111,0.000222222222222228,0.00294444444444442
"519583",0.007410345579301,0.839222222222224,0.199222222222222,0.56938888888889,0.595000000000001
"567226",-0.977596696021309,0.106944444444445,0.121888888888888,0.00216666666666641,0.00416666666666666
"313892",-0.493188915073334,0.463944444444443,0.0251666666666662,0.381722222222226,0.592166666666667
"522393",-0.0322639330892005,0.0046666666666666,0.953722222222222,0.182944444444444,0.179055555555555
"965588",1.00783376988235,0.742,0.981888888888889,0.921,0.812277777777778
"407980",-0.957668036796058,0.386944444444444,0.0422222222222224,0.000111111111111116,0.00277777777777779
"009276",0.990814602289956,0.999777777777778,0.999222222222222,0.797055555555556,0.913611111111111
"088278",0.113219082926898,0.70438888888889,0.814611111111112,0.220444444444445,0.7665
"768348",-1.07434164898711,0.0111666666666666,0.00594444444444449,0.0463333333333335,0.511833333333333
"632457",1.14737838426529,0.999722222222222,0.999666666666667,0.960333333333333,0.993722222222222
"913873",-1.13135462466674,0.0286111111111111,0.00194444444444443,0,0.504833333333333
"516054",0.889147456590458,0.873611111111111,0.998944444444444,0.762499999999999,0.224833333333332
"133796",-0.321610915754697,0.510666666666667,0.622499999999999,0.0325000000000003,0.171222222222222
"369598",0.285565256533664,0.998833333333333,0.956611111111112,0.159611111111111,0.997333333333333
"943667",-0.984853759991183,0.377111111111111,0.00216666666666668,0.000499999999999981,0.339888888888888
"733767",0.989498904538854,1,0.999944444444444,0.797722222222223,0.997944444444445
"807526",-1.12544483910053,0.0191111111111108,0.0322222222222223,0.000111111111111121,0.495388888888888
"627716",-0.780196153531702,0.858666666666667,0.00311111111111115,0.00477777777777789,0.00144444444444446
"956991",-1.07093290601684,0.123722222222222,0.00300000000000004,0.0216111111111113,0.46
"647657",0.932808753850842,0.991,0.998666666666667,0.791000000000002,0.161277777777778
"241332",0.476130256828682,0.395833333333336,0.702222222222223,0.760222222222224,0.828166666666666
"751800",0.367341098999654,0.953166666666666,0.530999999999995,0.609277777777779,0.953333333333333
"408088",1.12648579741627,1,0.996277777777778,0.950444444444445,0.992333333333334
"373147",0.244333424185698,0.960166666666667,0.998888888888889,0.0962222222222214,0.939611111111111
"638587",-0.0964017318440952,0.108944444444445,0.970944444444444,0.0850555555555553,0.00311111111111115
"508968",0.386001364604236,0.916166666666667,0.41383333333333,0.714222222222225,0.894611111111111
"462246",0.116327180847817,0.661666666666667,0.923944444444444,0.120444444444444,0.904388888888889
