"","Theta"
"030289",-0.101234934303593
"470472",1.31300155447972
"537222",-1.66230172356644
"720132",-0.0157678277864252
"828326",1.57221902882129
"207043",-0.0522273444075007
"194250",1.16091321112493
"039913",-0.683015690688343
"845120",-0.946950778624606
"103291",1.00686918888963
"236458",-1.25568075547634
"067754",-0.326615010430918
"448464",-1.35011014668995
"663185",-0.324487899389611
"895574",-0.718557725255094
"614462",-0.705743314415256
"169928",-0.193114836382951
"456331",1.33699842618938
"750403",-0.177753120386397
"185546",-0.267871586825838
"381115",-0.638680034060954
"202595",1.30180411189713
"567371",1.02688719583079
"195908",0.744887743257144
"515855",0.788918926896908
"612143",1.55661265708551
"115451",-0.244753190588432
"657507",-1.23101763611532
"678918",-0.128730393596096
"636853",0.839678256708646
"637423",0.0367361486213122
"424730",0.113204915819114
"091809",0.559840621193738
"039726",1.18795802028373
"657543",-1.07754689281446
"745408",-0.437021445090621
"568483",-0.372149485381705
"612999",0.939110675868096
"478962",-2.10801931750857
"590979",-0.851341221522163
"667870",0.942164012179826
"961034",-0.0561490708435011
"890603",1.29433157167632
"079169",-0.0910168047176352
"803407",-0.155698528688273
"351668",1.86554618969323
"820100",1.28878273605192
"576926",-0.716910750099083
"075129",-0.850526264546417
"109504",1.70263180885507
"143326",0.553612319851755
"752507",-1.10543779546931
"423056",0.158190271272012
"368009",0.440190219624164
"441855",0.0375665919417946
"975572",0.615464808690039
"394028",-0.620833708313546
"082367",-0.642040971405111
"611025",-0.568668987005275
"213509",-0.601354199475938
"733658",-0.0427234613091894
"269555",-0.233531070893912
"026989",-0.204779748290785
"082033",1.28743383186341
"905154",0.639159042348719
"270409",1.1379577309153
"155598",-0.594735524078295
"159479",-0.0221531713065089
"236156",-0.0523156917652544
"669417",-1.70572967326166
"835205",-0.388377996179705
"282621",-0.958267095586544
"661549",1.65616197614329
"710185",-0.659422659213936
"678504",1.23933810434483
"426374",-1.93691847178666
"843256",-0.310451631061846
"912944",-1.54978735227624
"366620",-0.79444803406641
"501222",-1.42416150459021
"519583",0.205060104264101
"567226",-1.26278047993298
"313892",-0.0414888977893439
"522393",-0.237907881390332
"965588",0.424374261188703
"407980",-1.43609001696412
"009276",1.01403310997116
"088278",0.254051930814948
"768348",-0.715417923562703
"632457",1.34232263108262
"913873",-1.3633853176582
"516054",0.45671712235323
"133796",-0.325126144717144
"369598",0.863683458022204
"943667",-0.957562982528184
"733767",1.89485440339692
"807526",-0.990015669883033
"627716",-0.984736054205402
"956991",-0.782982001415058
"647657",0.547942791889358
"241332",0.170194596918285
"751800",0.557137436486944
"408088",1.26735829378796
"373147",0.566380057868861
"638587",-0.655422467777838
"508968",0.464252986141034
"462246",0.332018888213677
"391313",0.732297658414524
"078128",-0.228229903000699
"168942",0.987800538893642
"018938",-1.28849392768367
"908691",-0.159213916331068
"299130",0.184582684015424
"782963",0.296473783024146
"390509",0.754964600476504
"771298",-0.658765958710709
"755099",-0.734209625231825
"502653",-0.896809302031112
"484825",0.0204925322657037
"576336",-0.771514952640084
"065306",0.633996807019306
"964616",-0.104061501332444
"104943",0.728885718377518
"896032",0.165171411587548
"884121",-0.744824471530906
"692652",-0.979882335832789
"479593",0.754579266561984
"918964",0.574009718197333
"408367",0.30423511006625
"255753",0.359503244784368
"037300",-0.440024719495137
"143070",-0.0443763700729989
"089635",-0.455858640503799
"895635",1.05341632505848
"607593",-1.22489805337443
"775192",-0.162482025193727
"206708",1.89386585148998
"785602",0.705482581611351
"793637",0.597891314355899
"899227",0.164903387250038
"368669",1.30654041375627
"668961",0.354479624912285
"419692",-0.664097480605888
"890966",-0.118245027442044
"261260",-1.00433356479756
"864393",0.0652257645714041
"764921",0.288223287490836
"802858",0.230172367189077
"640434",-0.892556669408768
"662485",1.61636615033916
"027008",-0.894187446659846
"377802",0.633232141783118
"982440",0.423395219022096
"193574",0.553093556824533
"597757",0.84430528496713
"877036",-0.766500961689633
"968933",-0.288422114691572
"497579",0.82129081187594
"012527",-1.00297941735365
"462353",-0.000110399764884827
"086845",-1.34891399465343
"149344",-0.778765125271043
"200558",0.345780404097146
"765272",1.67538251558562
"845818",-0.586533756746405
"675645",-0.520351016541367
"597645",1.40840011567306
"200397",-1.05047696899348
"706347",-0.128910526285499
"211985",-0.162952969288273
"996361",0.020440809412663
"340251",-0.683970101894767
"968549",0.0085461888134723
"787393",0.890752226450858
"817770",0.0581114056414842
"566632",0.915753186891775
"564266",-0.0146449043985941
"305317",-0.301856452745564
"799658",1.27810590548437
"916621",-1.51081826229672
"435745",-0.989560727691947
"294893",1.17892340998551
"361250",0.600366115546211
"504164",0.193292780985233
"839429",-0.498051485924685
"474502",0.156908231195803
"528077",-0.402568400936317
"778764",0.105120859819237
"811695",-1.02803942695757
"266671",1.03294007422342
"059076",-0.156315326614643
"704263",-0.163603656519005
"058030",0.395327531109684
"620918",-1.21174011267578
"468828",-0.0985456866720141
"928326",-1.66838195542621
"410474",0.615950454504998
"908475",-0.18878452133466
"822363",0.226318531435085
"874628",-0.932495411672355
"718327",0.628277267330367
"699320",-0.389591140884768
"920077",0.042684490025474
"304340",-0.541067697290308
"901492",-1.08339432880354
"560286",0.307139766723865
"735104",0.0163170750413079
"113765",-0.773958279213999
"408821",0.0159814699096059
"653962",-0.405373797485186
"023192",0.340570672500209
"962521",-0.330795635604504
"902405",-0.453971439495973
"354885",-0.6385018308577
"495430",0.8150726517775
"000809",1.44022318872363
"415602",-0.340249686778625
"388340",0.702614322181111
"028196",1.34450699356132
"296052",0.338842770296774
"849678",0.0700686658330325
"422936",-0.204532159355156
"727608",-0.991682543771718
"303087",1.80553335399606
"790122",0.7313408341918
"942496",-0.24558166273645
"512733",0.0518154922928718
"982458",0.902551365720134
"658407",-0.795698420594242
"832062",0.252516197637477
"092128",0.569252619334489
"500170",-1.41237340969775
"055621",1.61788014335395
"851005",-0.125181519179646
"342329",0.713725461704702
"926732",0.844769621178683
"260546",1.19637279216519
"375080",1.49299410561298
"284683",-0.473903748182821
"231497",0.047664760797315
"850252",-0.68376297793879
"042834",-0.544033388109118
"795772",0.869315338002819
"285018",0.631121634420508
"327825",0.972180781722206
"641188",0.772480782403318
"732401",-0.562793758403438
"431190",-0.181839902791875
"938445",-0.422370284657723
"442825",-1.58672110008604
"451570",-0.40109668293989
"399617",-0.231357986763651
"913210",-0.864119538645535
"888162",0.0662441369072768
"042995",-0.164181111541967
"914586",-0.513649553155606
"700504",-0.294235762589934
"811903",2.36985982626157
"393839",-0.0885917848780153
"780179",-0.188032758950618
"813998",0.97356586987112
"359156",1.45344561522671
"172365",0.00310792023090669
"623980",-0.914176040028214
"385501",-0.541426891731189
"062708",-0.379306183089497
"047925",0.135442162801311
"801336",-0.359348840648085
"404542",0.965817320435478
"598460",0.0337701684427537
"137047",-0.764510876336274
"029425",0.97540171467052
"588896",-0.242047147580734
"268193",0.841712307368974
"332855",0.0653984440990418
"507694",0.486484367964945
"711409",1.25124781394941
"671864",0.525596534786303
"163956",0.49592257277606
"246480",0.235383619627676
"078675",0.272353345710833
"126493",-0.328931251517135
"730963",-1.07512759731264
"292566",1.80844741004295
"147477",1.06716435270789
"374977",-0.208528336589608
"091914",0.294021592489157
"220158",-0.058533069286386
